0,-0.0000000000
1,0.0004964135
2,0.0004964135
3,0.0019854074
4,0.0019854074
5,0.0044662428
6,0.0044662428
7,0.0079376879
8,0.0079376879
9,0.0123980196
10,0.0123980196
11,0.0178450237
12,0.0178450237
13,0.0242759962
14,0.0242759962
15,0.0316877447
16,0.0316877447
17,0.0400765899
18,0.0400765899
19,0.0494383675
20,0.0494383675
21,0.0597684302
22,0.0597684302
23,0.0710616499
24,0.0710616499
25,0.0833124206
26,0.0833124206
27,0.0965146608
28,0.0965146608
29,0.1106618168
30,0.1106618168
31,0.1257468657
32,0.1257468657
33,0.1417623191
34,0.1417623191
35,0.1587002266
36,0.1587002266
37,0.1765521802
38,0.1765521802
39,0.1953093179
40,0.1953093179
41,0.2149623283
42,0.2149623283
43,0.2355014554
44,0.2355014554
45,0.2569165034
46,0.2569165034
47,0.2791968415
48,0.2791968415
49,0.3023314094
50,0.3023314094
51,0.3263087229
52,0.3263087229
53,0.3511168793
54,0.3511168793
55,0.3767435635
56,0.3767435635
57,0.4031760540
58,0.4031760540
59,0.4304012294
60,0.4304012294
61,0.4584055748
62,0.4584055748
63,0.4871751885
64,0.4871751885
65,0.5166957887
66,0.5166957887
67,0.5469527211
68,0.5469527211
69,0.5779309658
70,0.5779309658
71,0.6096151447
72,0.6096151447
73,0.6419895293
74,0.6419895293
75,0.6750380486
76,0.6750380486
77,0.7087442969
78,0.7087442969
79,0.7430915419
80,0.7430915419
81,0.7780627332
82,0.7780627332
83,0.8136405105
84,0.8136405105
85,0.8498072128
86,0.8498072128
87,0.8865448862
88,0.8865448862
89,0.9238352937
90,0.9238352937
91,0.9616599238
92,0.9616599238
93,1.0000000000
94,1.0000000000
95,1.0388364896
96,1.0388364896
97,1.0781501138
98,1.0781501138
99,1.1179213566
100,1.1179213566
101,1.1581304751
102,1.1581304751
103,1.1987575091
104,1.1987575091
105,1.2397822905
106,1.2397822905
107,1.2811844543
108,1.2811844543
109,1.3229434478
110,1.3229434478
111,1.3650385413
112,1.3650385413
113,1.4074488382
114,1.4074488382
115,1.4501532855
116,1.4501532855
117,1.4931306841
118,1.4931306841
119,1.5363596995
120,1.5363596995
121,1.5798188721
122,1.5798188721
123,1.6234866283
124,1.6234866283
125,1.6673412908
126,1.6673412908
127,1.7113610896
128,1.7113610896
129,1.7555241726
130,1.7555241726
131,1.7998086168
132,1.7998086168
133,1.8441924386
134,1.8441924386
135,1.8886536054
136,1.8886536054
137,1.9331700460
138,1.9331700460
139,1.9777196619
140,1.9777196619
141,2.0222803381
142,2.0222803381
143,2.0668299540
144,2.0668299540
145,2.1113463946
146,2.1113463946
147,2.1558075614
148,2.1558075614
149,2.2001913832
150,2.2001913832
151,2.2444758274
152,2.2444758274
153,2.2886389104
154,2.2886389104
155,2.3326587092
156,2.3326587092
157,2.3765133717
158,2.3765133717
159,2.4201811279
160,2.4201811279
161,2.4636403005
162,2.4636403005
163,2.5068693159
164,2.5068693159
165,2.5498467145
166,2.5498467145
167,2.5925511618
168,2.5925511618
169,2.6349614587
170,2.6349614587
171,2.6770565522
172,2.6770565522
173,2.7188155457
174,2.7188155457
175,2.7602177095
176,2.7602177095
177,2.8012424909
178,2.8012424909
179,2.8418695249
180,2.8418695249
181,2.8820786434
182,2.8820786434
183,2.9218498862
184,2.9218498862
185,2.9611635104
186,2.9611635104
187,3.0000000000
188,3.0000000000
189,3.0383400762
190,3.0383400762
191,3.0761647063
192,3.0761647063
193,3.1134551138
194,3.1134551138
195,3.1501927872
196,3.1501927872
197,3.1863594895
198,3.1863594895
199,3.2219372668
200,3.2219372668
201,3.2569084581
202,3.2569084581
203,3.2912557031
204,3.2912557031
205,3.3249619514
206,3.3249619514
207,3.3580104707
208,3.3580104707
209,3.3903848553
210,3.3903848553
211,3.4220690342
212,3.4220690342
213,3.4530472789
214,3.4530472789
215,3.4833042113
216,3.4833042113
217,3.5128248115
218,3.5128248115
219,3.5415944252
220,3.5415944252
221,3.5695987706
222,3.5695987706
223,3.5968239460
224,3.5968239460
225,3.6232564365
226,3.6232564365
227,3.6488831207
228,3.6488831207
229,3.6736912771
230,3.6736912771
231,3.6976685906
232,3.6976685906
233,3.7208031585
234,3.7208031585
235,3.7430834966
236,3.7430834966
237,3.7644985446
238,3.7644985446
239,3.7850376717
240,3.7850376717
241,3.8046906821
242,3.8046906821
243,3.8234478198
244,3.8234478198
245,3.8412997734
246,3.8412997734
247,3.8582376809
248,3.8582376809
249,3.8742531343
250,3.8742531343
251,3.8893381832
252,3.8893381832
253,3.9034853392
254,3.9034853392
255,3.9166875794
256,3.9166875794
257,3.9289383501
258,3.9289383501
259,3.9402315698
260,3.9402315698
261,3.9505616325
262,3.9505616325
263,3.9599234101
264,3.9599234101
265,3.9683122553
266,3.9683122553
267,3.9757240038
268,3.9757240038
269,3.9821549763
270,3.9821549763
271,3.9876019804
272,3.9876019804
273,3.9920623121
274,3.9920623121
275,3.9955337572
276,3.9955337572
277,3.9980145926
278,3.9980145926
279,3.9995035865
280,3.9995035865
281,4.0000000000
